% sample_size mean_accuracy std_accuracy
3 89.6551724137931 1.3218135827584927
6 93.94088669950739 0.9864524332266409
12 96.35467980295566 0.7035890077382113
24 97.78325123152709 0.3304533956896216
48 98.12807881773399 0.5305581090772894
72 98.32512315270937 0.3267610630892025
96 98.76847290640394 0.39715555410338
120 98.96551724137933 0.3448275862068994
