% sample_size mean_accuracy std_accuracy
3 81.92118226600986 1.3409514865828775
6 88.7192118226601 1.366051687080002
12 91.97044334975371 0.8257662371546897
24 94.58128078817734 0.7631494278241241
48 96.45320197044336 0.6152707387584653
72 97.33990147783251 0.5485482130867017
96 97.58620689655172 0.34482758620689397
120 97.78325123152709 0.24630541871920997
