% sample_size mean_accuracy std_accuracy
3 64.28571428571428 1.7381555432884082
6 66.20689655172414 1.8848400462767518
12 67.43842364532019 1.195533113252376
24 67.0935960591133 1.0047329090823214
48 67.29064039408868 0.9653161547914024
72 67.58620689655172 0.9552078536780971
96 67.7832512315271 0.8003978723779313
120 67.48768472906403 0.4926108374384285
