% sample_size mean_accuracy std_accuracy
3 89.4088669950739 2.0577929629759044
6 93.59605911330048 0.9602753049072886
12 95.51724137931035 0.807941845657969
24 96.20689655172414 0.6983963979683686
48 97.19211822660098 0.44334975369458207
72 97.53694581280789 0.3115544492776705
96 97.88177339901476 0.22574264507171454
120 97.98029556650245 0.14778325123152597
